Profile Name,Start Day,Start Time,Duration,Attributes,Cleaned title,Title,Device Type,Bookmark,Latest Bookmark,Country,Genre 1,Genre 2,Genre 3,Weekday
Ashley,2018-01-08,1:03:00 AM,3072,,13 Reasons Why,"13 Reasons Why: Season 1: Tape 1, Side A (Episode 1)",Chrome PC (Cadmium),0:50:57,0:50:57,CA (Canada),Drama,Mystery,Thriller,Monday
Ashley,2018-01-28,4:56:00 AM,442,,13 Reasons Why: Beyond the Reasons,13 Reasons Why: Beyond the Reasons,Chrome PC (Cadmium),0:07:22,0:07:22,CA (Canada),Documentary,Talk-Show,,Sunday
Vivian,2021-04-01,10:34:00 PM,16,Autoplayed: user action: None; ,6 Underground,6 Underground,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:16,0:00:16,CA (Canada),Action,Thriller,,Thursday
Philip,2022-09-15,2:51:00 AM,1891,Autoplayed: user action: User_Interaction; ,A California Christmas: City Lights,A California Christmas: City Lights,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:34:01,0:34:01,CA (Canada),Comedy,Drama,Romance,Thursday
Philip,2022-09-11,1:28:00 AM,1726,,A Castle For Christmas,A Castle For Christmas,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:33:59,1:33:59,CA (Canada),Adventure,Comedy,Drama,Sunday
Philip,2022-09-10,10:25:00 PM,197,Autoplayed: user action: User_Interaction; ,A Castle For Christmas,A Castle For Christmas,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:06:36,Not latest view,CA (Canada),Adventure,Comedy,Drama,Saturday
Philip,2022-09-10,3:39:00 AM,3941,,A Castle For Christmas,A Castle For Christmas,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:04:23,Not latest view,CA (Canada),Adventure,Comedy,Drama,Saturday
Vivian,2022-12-23,3:56:00 AM,43,,A Christmas Prince,A Christmas Prince,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:32:17,1:32:17,CA (Canada),Comedy,Family,Romance,Friday
Vivian,2022-12-23,2:24:00 AM,5396,,A Christmas Prince,A Christmas Prince,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:29:28,Not latest view,CA (Canada),Comedy,Family,Romance,Friday
Vivian,2022-12-23,3:56:00 AM,4,Autoplayed: user action: None; ,A Christmas Prince: The Royal Wedding,A Christmas Prince: The Royal Wedding,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:04,0:00:04,CA (Canada),Comedy,Drama,Romance,Friday
Philip,2022-08-19,2:48:00 AM,294,,A Perfect Pairing,A Perfect Pairing,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:36:39,1:36:39,CA (Canada),Comedy,Romance,,Friday
Philip,2022-08-19,2:14:00 AM,1952,,A Perfect Pairing,A Perfect Pairing,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:31:36,Not latest view,CA (Canada),Comedy,Romance,,Friday
Philip,2022-08-19,1:10:00 AM,3339,,A Perfect Pairing,A Perfect Pairing,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:12:17,Not latest view,CA (Canada),Comedy,Romance,,Friday
Philip,2022-08-18,2:23:00 AM,1691,,A Perfect Pairing,A Perfect Pairing,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:27:14,Not latest view,CA (Canada),Comedy,Romance,,Thursday
Ashley,2016-05-14,8:43:00 PM,3654,,Ali Wong: Baby Cobra,Ali Wong: Baby Cobra,Chrome PC (Cadmium),0:59:01,0:59:01,CA (Canada),Comedy,,,Saturday
Vivian,2015-11-13,3:35:00 PM,21,,Aloft,Aloft,Chrome PC (Cadmium),0:00:21,0:00:21,CA (Canada),Drama,,,Friday
Ashley,2020-03-08,2:25:00 AM,5792,,Always Be My Maybe,Always Be My Maybe,Chrome PC (Cadmium),1:35:42,1:35:42,CA (Canada),Comedy,Romance,,Sunday
Vivian,2019-04-01,12:41:00 PM,2078,,Amy Schumer Growing,Amy Schumer Growing,Sony Sony Android TV 2017 Smart TV,0:39:37,0:39:37,CA (Canada),Comedy,,,Monday
Vivian,2022-03-23,10:05:00 PM,456,,An Astrological Guide for Broken Hearts,An Astrological Guide for Broken Hearts: Season 1: Gemini (Episode 3),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:08:00,0:08:00,CA (Canada),Comedy,Romance,,Wednesday
Vivian,2022-03-16,12:46:00 AM,20,,An Astrological Guide for Broken Hearts,An Astrological Guide for Broken Hearts: Season 1: Gemini (Episode 3),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:24,Not latest view,CA (Canada),Comedy,Romance,,Wednesday
Vivian,2022-03-16,12:12:00 AM,1993,Autoplayed: user action: User_Interaction; ,An Astrological Guide for Broken Hearts,An Astrological Guide for Broken Hearts: Season 1: Taurus (Episode 2),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:33:38,0:33:38,CA (Canada),Comedy,Romance,,Wednesday
Vivian,2022-03-15,11:38:00 PM,2011,,An Astrological Guide for Broken Hearts,An Astrological Guide for Broken Hearts: Season 1: Aries (Episode 1),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:33:25,0:33:25,CA (Canada),Comedy,Romance,,Tuesday
Vivian,2022-03-15,2:41:00 AM,45,,An Astrological Guide for Broken Hearts,An Astrological Guide for Broken Hearts: Season 1: Aries (Episode 1),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:46,Not latest view,CA (Canada),Comedy,Romance,,Tuesday
Philip,2022-09-08,2:33:00 AM,21,Autoplayed: user action: None; ,An Unfinished Life,An Unfinished Life,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:21,0:00:21,CA (Canada),Drama,Family,Romance,Thursday
Philip,2022-08-19,5:34:00 AM,1499,,An Unfinished Life,An Unfinished Life,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:42:39,Not latest view,CA (Canada),Drama,Family,Romance,Friday
Philip,2022-08-19,3:55:00 AM,5227,,An Unfinished Life,An Unfinished Life,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:25:18,Not latest view,CA (Canada),Drama,Family,Romance,Friday
Philip,2022-08-19,2:54:00 AM,307,Autoplayed: user action: User_Interaction; ,An Unfinished Life,An Unfinished Life,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:05:08,Not latest view,CA (Canada),Drama,Family,Romance,Friday
Philip,2022-04-19,11:54:00 PM,3382,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 1,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:44:34,0:44:34,CA (Canada),Drama,Mystery,Thriller,Tuesday
Philip,2022-04-19,11:52:00 PM,87,Autoplayed: user action: None; ,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 1,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:01:27,Not latest view,CA (Canada),Drama,Mystery,Thriller,Tuesday
Vivian,2022-05-01,1:51:00 AM,34,Autoplayed: user action: User_Interaction; ,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 1,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:35,0:00:35,CA (Canada),Drama,Mystery,Thriller,Sunday
Philip,2022-04-24,2:40:00 AM,345,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 2,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:06:03,0:06:03,CA (Canada),Drama,Mystery,Thriller,Sunday
Philip,2022-04-21,1:46:00 AM,19,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 2,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:19,Not latest view,CA (Canada),Drama,Mystery,Thriller,Thursday
Philip,2022-04-20,1:47:00 AM,3,Autoplayed: user action: None; ,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 2,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:11,Not latest view,CA (Canada),Drama,Mystery,Thriller,Wednesday
Vivian,2022-05-01,1:52:00 AM,1806,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 2,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:40:54,0:40:54,CA (Canada),Drama,Mystery,Thriller,Sunday
Vivian,2022-05-01,2:25:00 AM,2441,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 3,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:43:34,0:43:34,CA (Canada),Drama,Mystery,Thriller,Sunday
Vivian,2022-05-01,3:07:00 AM,2376,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 4,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:41:35,0:41:35,CA (Canada),Drama,Mystery,Thriller,Sunday
Vivian,2022-05-01,3:48:00 AM,2545,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 5,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:42:09,0:42:09,CA (Canada),Drama,Mystery,Thriller,Sunday
Vivian,2022-05-01,4:32:00 AM,2523,,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series: Episode 6,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:41:47,0:41:47,CA (Canada),Drama,Mystery,Thriller,Sunday
Ashley,2021-04-03,7:51:00 PM,2322,,Are You the One?,Are You the One?: Season 1: You Can’t Handle the Truth (Episode 1),Chrome PC (Cadmium),0:39:43,0:39:43,FR (France),Game-Show,Reality-TV,Romance,Saturday
Ashley,2020-12-24,4:42:00 PM,431,Autoplayed: user action: Unspecified; ,"ariana grande: excuse me, i love you","ariana grande: excuse me, i love you",Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:19:48,0:19:48,CA (Canada),Documentary,Music,,Thursday
Ashley,2020-12-22,5:20:00 PM,834,,"ariana grande: excuse me, i love you","ariana grande: excuse me, i love you",Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:13:54,Not latest view,CA (Canada),Documentary,Music,,Tuesday
Vivian,2021-01-05,3:11:00 AM,29,Autoplayed: user action: None; ,Arrested Development,Arrested Development: Season 1: Top Banana (Episode 2),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:46,0:00:46,CA (Canada),Comedy,,,Tuesday
Vivian,2021-01-05,2:49:00 AM,1272,Autoplayed: user action: Unspecified; ,Arrested Development,Arrested Development: Season 1: Pilot (Episode 1),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:21:12,0:21:12,CA (Canada),Comedy,,,Tuesday
Ashley,2023-10-21,11:07:00 AM,7,,At Home With The Furys,At Home With The Furys: Season 1: Picking A Fight With A Viking (Episode 3),Apple iPhone 13,0:01:13,0:01:13,GB (United Kingdom),Documentary,Reality-TV,Sport,Saturday
Ashley,2023-10-21,10:59:00 AM,485,,At Home With The Furys,At Home With The Furys: Season 1: A Giant Six Foot Nine Child (Episode 2),Apple iPhone 13,0:35:54,0:35:54,GB (United Kingdom),Documentary,Reality-TV,Sport,Saturday
Ashley,2023-10-20,10:35:00 PM,641,,At Home With The Furys,At Home With The Furys: Season 1: A Giant Six Foot Nine Child (Episode 2),Apple iPhone 13,0:27:49,Not latest view,GB (United Kingdom),Documentary,Reality-TV,Sport,Friday
Ashley,2023-10-20,7:31:00 PM,932,,At Home With The Furys,At Home With The Furys: Season 1: A Giant Six Foot Nine Child (Episode 2),Apple iPhone 13,0:15:28,Not latest view,GB (United Kingdom),Documentary,Reality-TV,Sport,Friday
Ashley,2023-10-20,7:30:00 PM,58,,At Home With The Furys,At Home With The Furys: Season 1: A New Life without Boxing (Episode 1),Apple iPhone 13,0:41:30,0:41:30,GB (United Kingdom),Documentary,Reality-TV,Sport,Friday
Ashley,2023-09-10,10:56:00 AM,2432,,At Home With The Furys,At Home With The Furys: Season 1: A New Life without Boxing (Episode 1),Chrome PC (Cadmium),0:40:32,Not latest view,GB (United Kingdom),Documentary,Reality-TV,Sport,Sunday
Ashley,2020-05-17,4:04:00 PM,3,,Babies,Babies: Part 1: Crawling (Episode 3),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:07,0:00:07,CA (Canada),Documentary,,,Sunday
Ashley,2020-05-17,4:00:00 PM,250,Autoplayed: user action: Unspecified; ,Babies,Babies: Part 1: First Food (Episode 2),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:51:04,0:51:04,CA (Canada),Documentary,,,Sunday
Ashley,2020-05-17,2:58:00 AM,2897,Autoplayed: user action: Unspecified; ,Babies,Babies: Part 1: First Food (Episode 2),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:47:56,Not latest view,CA (Canada),Documentary,,,Sunday
Ashley,2020-03-01,2:45:00 PM,358,,Babies,Babies: Part 1: Love (Episode 1),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:07:05,0:07:05,CA (Canada),Documentary,,,Sunday
Ashley,2020-08-15,1:27:00 PM,619,Autoplayed: user action: Unspecified; ,Babies,Babies: Part 2: What Babies Know (Episode 1),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:10:19,0:10:19,CA (Canada),Documentary,,,Saturday
Ashley,2020-03-07,5:59:00 AM,2774,Autoplayed: user action: None; ,Back with the Ex,Back with the Ex: Season 1: Episode 7,Chrome PC (Cadmium),0:46:46,0:46:46,CA (Canada),Reality-TV,,,Saturday
Ashley,2020-03-07,5:17:00 AM,2490,,Back with the Ex,Back with the Ex: Season 1: Episode 6,Chrome PC (Cadmium),0:41:30,0:41:30,CA (Canada),Reality-TV,,,Saturday
Ashley,2020-03-04,11:06:00 PM,2486,,Back with the Ex,Back with the Ex: Season 1: Episode 5,Chrome PC (Cadmium),0:41:26,0:41:26,CA (Canada),Reality-TV,,,Wednesday
Ashley,2020-03-04,2:00:00 AM,9,Autoplayed: user action: None; ,Back with the Ex,Back with the Ex: Season 1: Episode 5,Chrome PC (Cadmium),0:00:22,Not latest view,CA (Canada),Reality-TV,,,Wednesday
Ashley,2020-03-04,1:03:00 AM,2642,Autoplayed: user action: None; ,Back with the Ex,Back with the Ex: Season 1: Episode 4,Chrome PC (Cadmium),0:44:14,0:44:14,CA (Canada),Reality-TV,,,Wednesday
Ashley,2020-03-04,12:11:00 AM,2852,,Back with the Ex,Back with the Ex: Season 1: Episode 3,Chrome PC (Cadmium),0:47:32,0:47:32,CA (Canada),Reality-TV,,,Wednesday
Ashley,2020-03-02,1:31:00 AM,2529,Autoplayed: user action: None; ,Back with the Ex,Back with the Ex: Season 1: Episode 2,Chrome PC (Cadmium),0:42:22,0:42:22,CA (Canada),Reality-TV,,,Monday
Ashley,2020-03-02,12:36:00 AM,2951,,Back with the Ex,Back with the Ex: Season 1: Episode 1,Chrome PC (Cadmium),0:48:51,0:48:51,CA (Canada),Reality-TV,,,Monday
Ashley,2020-08-29,5:11:00 PM,6,,Baewatch: Parental Guidance,Baewatch: Parental Guidance: Season 1: Al & Jade (Episode 3),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:06,0:00:06,CA (Canada),Reality-TV,Romance,,Saturday
Vivian,2021-04-02,12:17:00 AM,5,,Batman Begins,Batman Begins,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:26:23,0:26:23,CA (Canada),Action,Crime,Drama,Friday
Vivian,2021-04-01,10:43:00 PM,956,Autoplayed: user action: Unspecified; ,Batman Begins,Batman Begins,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:26:20,Not latest view,CA (Canada),Action,Crime,Drama,Thursday
Ashley,2018-11-26,12:54:00 AM,7435,Autoplayed: user action: Unspecified; ,Beauty and the Beast (2017),Beauty and the Beast (2017),Sony Sony Android TV 2017 Smart TV,2:03:55,2:03:55,CA (Canada),Adventure,Family,Fantasy,Monday
Ashley,2023-10-18,7:25:00 PM,4036,,Beckham,Beckham: Limited Series: Golden Balls (Episode 3),Apple iPhone 13,1:07:23,1:07:23,GB (United Kingdom),Documentary,Biography,Sport,Wednesday
Ashley,2023-10-18,7:14:00 PM,595,,Beckham,Beckham: Limited Series: Seeing Red (Episode 2),Apple iPhone 13,1:06:23,1:06:23,GB (United Kingdom),Documentary,Biography,Sport,Wednesday
Ashley,2023-10-15,9:09:00 PM,633,,Beckham,Beckham: Limited Series: Seeing Red (Episode 2),Apple iPhone 13,0:53:53,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Sunday
Ashley,2023-10-15,4:17:00 PM,784,,Beckham,Beckham: Limited Series: Seeing Red (Episode 2),Apple iPhone 13,0:43:20,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Sunday
Ashley,2023-10-15,11:40:00 AM,1188,,Beckham,Beckham: Limited Series: Seeing Red (Episode 2),Apple iPhone 13,0:30:16,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Sunday
Ashley,2023-10-15,9:02:00 AM,648,,Beckham,Beckham: Limited Series: Seeing Red (Episode 2),Apple iPhone 13,0:10:48,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Sunday
Ashley,2023-10-15,12:34:00 AM,1786,,Beckham,Beckham: Limited Series: The Kick (Episode 1),Apple iPhone 13,1:09:03,1:09:03,GB (United Kingdom),Documentary,Biography,Sport,Sunday
Ashley,2023-10-15,12:32:00 AM,19,,Beckham,Beckham: Limited Series: The Kick (Episode 1),Apple iPhone 13,0:41:41,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Sunday
Ashley,2023-10-14,6:31:00 PM,694,,Beckham,Beckham: Limited Series: The Kick (Episode 1),Apple iPhone 13,0:41:24,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Saturday
Ashley,2023-10-14,12:02:00 PM,885,,Beckham,Beckham: Limited Series: The Kick (Episode 1),Apple iPhone 13,0:29:50,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Saturday
Ashley,2023-10-06,10:04:00 AM,995,,Beckham,Beckham: Limited Series: The Kick (Episode 1),Apple iPhone 13,0:15:15,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Friday
Ashley,2023-10-19,8:25:00 PM,3734,,Beckham,Beckham: Limited Series: What Makes David Run (Episode 4),Apple iPhone 13,1:14:07,1:14:07,GB (United Kingdom),Documentary,Biography,Sport,Thursday
Ashley,2023-10-19,7:59:00 PM,62,,Beckham,Beckham: Limited Series: What Makes David Run (Episode 4),Apple iPhone 13,0:14:43,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Thursday
Ashley,2023-10-19,7:45:00 PM,770,,Beckham,Beckham: Limited Series: What Makes David Run (Episode 4),Apple iPhone 13,0:14:25,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Thursday
Ashley,2023-10-19,7:20:00 PM,115,,Beckham,Beckham: Limited Series: What Makes David Run (Episode 4),Apple iPhone 13,0:01:55,Not latest view,GB (United Kingdom),Documentary,Biography,Sport,Thursday
Ashley,2020-05-11,12:01:00 AM,2579,,Becoming,Becoming,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:42:12,0:42:12,CA (Canada),Documentary,Biography,,Monday
Ashley,2015-01-18,3:56:00 AM,16,,Behaving Badly,Behaving Badly,Chrome PC (Cadmium),0:00:16,0:00:16,CA (Canada),Comedy,Romance,,Sunday
Ashley,2023-01-01,1:07:00 AM,1485,Autoplayed: user action: User_Interaction; ,Best of Stand-Up 2022,Best of Stand-Up 2022,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:24:45,0:24:45,CA (Canada),Comedy,,,Sunday
Philip,2022-04-25,9:57:00 PM,2905,,Bewitched,Bewitched,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:38:32,1:38:32,CA (Canada),Comedy,Fantasy,Romance,Monday
Philip,2022-04-01,3:02:00 AM,2944,Autoplayed: user action: User_Interaction; ,Bewitched,Bewitched,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:50:07,Not latest view,CA (Canada),Comedy,Fantasy,Romance,Friday
Vivian,2015-10-04,4:48:00 PM,1206,,Beyblade: Metal Fusion,Beyblade: Metal Fusion: Season 1: Leone's Roar (Episode 2),iPad Mini 2 WiFi,0:21:32,0:21:32,CA (Canada),Animation,Action,Family,Sunday
Vivian,2015-10-04,4:27:00 PM,1259,,Beyblade: Metal Fusion,Beyblade: Metal Fusion: Season 1: Pegasus Has Landed (Episode 1),iPad Mini 2 WiFi,0:21:43,0:21:43,CA (Canada),Animation,Action,Family,Sunday
Vivian,2015-10-03,1:50:00 PM,44,,Beyblade: Metal Fusion,Beyblade: Metal Fusion: Season 1: Pegasus Has Landed (Episode 1),Chrome PC (Cadmium),0:00:44,Not latest view,CA (Canada),Animation,Action,Family,Saturday
Philip,2023-01-06,3:26:00 AM,4944,Autoplayed: user action: User_Interaction; ,Bill Burr: Live at Red Rocks,Bill Burr: Live at Red Rocks,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:22:24,1:22:24,CA (Canada),Documentary,Comedy,,Friday
Vivian,2015-12-01,2:09:00 AM,93,,Bite Size,Bite Size,Chrome PC (Cadmium),0:35:14,0:35:14,CA (Canada),Documentary,Drama,Family,Tuesday
Ashley,2020-10-18,1:56:00 PM,1643,Autoplayed: user action: Unspecified; ,BLACKPINK: Light Up the Sky,BLACKPINK: Light Up the Sky,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:35:41,0:35:41,CA (Canada),Documentary,Music,,Sunday
Ashley,2020-10-15,12:29:00 AM,4712,Autoplayed: user action: Unspecified; ,BLACKPINK: Light Up the Sky,BLACKPINK: Light Up the Sky,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,1:18:14,Not latest view,CA (Canada),Documentary,Music,,Thursday
Ashley,2020-10-14,5:59:00 PM,2094,,BLACKPINK: Light Up the Sky,BLACKPINK: Light Up the Sky,Chrome PC (Cadmium),1:18:17,Not latest view,CA (Canada),Documentary,Music,,Wednesday
Ashley,2020-10-14,4:32:00 PM,1465,,BLACKPINK: Light Up the Sky,BLACKPINK: Light Up the Sky,Chrome PC (Cadmium),0:45:03,Not latest view,CA (Canada),Documentary,Music,,Wednesday
Ashley,2020-10-14,2:29:00 PM,1484,Autoplayed: user action: Unspecified; ,BLACKPINK: Light Up the Sky,BLACKPINK: Light Up the Sky,Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:22:38,Not latest view,CA (Canada),Documentary,Music,,Wednesday
Ashley,2019-02-17,8:10:00 PM,18,,Blanche Gardin: I talk to myself,Blanche Gardin: I talk to myself,Sony Sony Android TV 2017 Smart TV,0:00:18,0:00:18,CA (Canada),Comedy,,,Sunday
Vivian,2021-02-25,3:48:00 AM,231,,Bling Empire,Bling Empire: Season 1: Will You Marry Me? (Episode 8),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:33:58,0:33:58,CA (Canada),Reality-TV,,,Thursday
Vivian,2021-02-25,3:47:00 AM,5,Autoplayed: user action: None; ,Bling Empire,Bling Empire: Season 1: Necklacegate 90210 (Episode 1),Samsung CE 2019 Muse-M RU8000 5.1 Smart TV,0:00:05,0:00:05,CA (Canada),Reality-TV,,,Thursday
